,Tournament,League,Link,DateTime UTC,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Team,ID,Nationality,Country,Birthdate,Region,Short
1786,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1787,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1788,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1789,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1790,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1791,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1792,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1793,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1794,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1795,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1796,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1797,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1798,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1799,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1800,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1801,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1802,IWCI 2015,2015 IWCI,micaO,2015-04-25 17:00:00,36:54,Beşiktaş Esports,INTZ,3,1,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1803,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-21 16:00:00,29:40,Bangkok Titans,Beşiktaş Esports,1,0,Bangkok Titans,,,,,,,
1804,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-21 19:00:00,45:10,Bangkok Titans,Hard Random,1,0,Bangkok Titans,,,,,,,
1805,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
1806,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
1807,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
1808,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
1809,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
1810,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
1811,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
1812,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
1813,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 15:00:00,27:38,DetonatioN FocusMe,Bangkok Titans,0,1,Bangkok Titans,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
1814,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,Aoshi,,Brazil,1993-07-09,Brazil,ITZ
1815,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,Mortal,,Brazil,1991-06-05,Brazil,ITZ
1816,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,Nia,,South Korea,2000-01-02,Brazil,ITZ
1817,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,NinjaKiwi,,Brazil,2003-09-21,Brazil,ITZ
1818,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,NOsFerus,,Brazil,1999-09-14,Brazil,ITZ
1819,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,sNk,,Brazil,1995-10-20,Brazil,ITZ
1820,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,Strazzi,,Brazil,,Brazil,ITZ
1821,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,Thominhas,,,,Brazil,ITZ
1822,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,Yampi,,Brazil,1998-11-07,Brazil,ITZ
1823,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-22 18:00:00,29:30,INTZ,Bangkok Titans,1,0,INTZ,INTZ,Zzk,,South Korea,2001-02-18,Brazil,ITZ
1824,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-23 14:00:00,28:26,Kaos Latin Gamers,Bangkok Titans,0,1,Bangkok Titans,,,,,,,
1825,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-23 17:00:00,35:05,Bangkok Titans,Chiefs Esports Club,1,0,Bangkok Titans,,,,,,,
1826,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 18:00:00,39:39,Bangkok Titans,Beşiktaş Esports,0,1,Beşiktaş Esports,,,,,,,
1827,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 18:00:00,39:39,Bangkok Titans,Beşiktaş Esports,0,1,Beşiktaş Esports,,,,,,,
1828,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 18:00:00,39:39,Bangkok Titans,Beşiktaş Esports,0,1,Beşiktaş Esports,,,,,,,
1829,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1830,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1831,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1832,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1833,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1834,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1835,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1836,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1837,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1838,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1839,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1840,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1841,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1842,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1843,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1844,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1845,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1846,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1847,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1848,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1849,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1850,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 20:00:00,45:53,Bangkok Titans,Beşiktaş Esports,0,3,Beşiktaş Esports,,,,,,,
1851,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 20:00:00,45:53,Bangkok Titans,Beşiktaş Esports,0,3,Beşiktaş Esports,,,,,,,
1852,IWCI 2015,2015 IWCI,Moss (Sorawat Boonphrom),2015-04-24 20:00:00,45:53,Bangkok Titans,Beşiktaş Esports,0,3,Beşiktaş Esports,,,,,,,
1853,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 16:00:00,29:40,Bangkok Titans,Beşiktaş Esports,1,0,Bangkok Titans,,,,,,,
1854,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1855,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1856,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1857,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1858,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1859,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1860,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 18:00:00,35:51,Beşiktaş Esports,Kaos Latin Gamers,1,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1861,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Aladoric,,Australia,1999-06-25,PCS,CHF
1862,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Babip,,Australia,1998-09-04,PCS,CHF
1863,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,BioPanther,,Australia,1999-02-23,PCS,CHF
1864,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Cupcake,,New Zealand,1994-12-10,PCS,CHF
1865,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Jellal,,Australia,,PCS,CHF
1866,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Kevy,,Australia,2000-11-22,PCS,CHF
1867,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Kisee,,Australia,2003-03-07,PCS,CHF
1868,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Mirin,,Australia,1995-12-17,PCS,CHF
1869,IWCI 2015,2015 IWCI,Nardeus,2015-04-21 20:00:00,44:25,Chiefs Esports Club,Beşiktaş Esports,0,1,Beşiktaş Esports,Chiefs Esports Club,Raes,,New Zealand,1998-10-27,PCS,CHF
1870,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 16:00:00,37:33,Beşiktaş Esports,INTZ,0,1,INTZ,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1871,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 16:00:00,37:33,Beşiktaş Esports,INTZ,0,1,INTZ,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1872,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 16:00:00,37:33,Beşiktaş Esports,INTZ,0,1,INTZ,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1873,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 16:00:00,37:33,Beşiktaş Esports,INTZ,0,1,INTZ,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1874,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 16:00:00,37:33,Beşiktaş Esports,INTZ,0,1,INTZ,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1875,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 16:00:00,37:33,Beşiktaş Esports,INTZ,0,1,INTZ,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1876,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 16:00:00,37:33,Beşiktaş Esports,INTZ,0,1,INTZ,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1877,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1878,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1879,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1880,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1881,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1882,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1883,IWCI 2015,2015 IWCI,Nardeus,2015-04-22 19:00:00,40:49,Beşiktaş Esports,Hard Random,0,1,Hard Random,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1884,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Aria,,South Korea,2000-10-14,Japan,DFM
1885,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Ceros,,Japan,1993-12-07,Japan,DFM
1886,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Gismo,Japan,,1998-01-10,Japan,DFM
1887,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Harp,,South Korea,2001-06-03,Japan,DFM
1888,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Kazu,Japan,France,1994-05-25,Japan,DFM
1889,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Milan,,Japan,2001-06-26,Japan,DFM
1890,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Steal,,South Korea,1998-12-15,Japan,DFM
1891,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,tol2,,Japan,2002-10-17,Japan,DFM
1892,IWCI 2015,2015 IWCI,Nardeus,2015-04-23 18:00:00,32:01,DetonatioN FocusMe,Beşiktaş Esports,0,1,Beşiktaş Esports,DetonatioN FocusMe,Yutapon,,Japan,1996-09-10,Japan,DFM
1893,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 18:00:00,39:39,Bangkok Titans,Beşiktaş Esports,0,1,Beşiktaş Esports,,,,,,,
1894,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 18:00:00,39:39,Bangkok Titans,Beşiktaş Esports,0,1,Beşiktaş Esports,,,,,,,
1895,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 18:00:00,39:39,Bangkok Titans,Beşiktaş Esports,0,1,Beşiktaş Esports,,,,,,,
1896,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1897,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1898,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1899,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1900,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1901,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1902,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1903,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
1904,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,ANDARIEL,,Turkey,,EMEA,BJK
1905,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Kireas,Turkey,Denmark,,EMEA,BJK
1906,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,KSAEZ,,Turkey,,EMEA,BJK
1907,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Lykia,,Turkey,,EMEA,BJK
1908,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,NuQ,,Turkey,2003-05-12,EMEA,BJK
1909,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Zetsu,,Turkey,,EMEA,BJK
1910,IWCI 2015,2015 IWCI,Nardeus,2015-04-24 19:00:00,34:16,Beşiktaş Esports,Bangkok Titans,2,0,Beşiktaş Esports,Beşiktaş Esports,Absolute,,Turkey,1999-08-24,EMEA,BJK
